App Date,Area,Department,Customer ID,Product,Agreement No,Adv Date,SLA,Process,Advance,Business Channel,QC Theme,MoR,Human/Non Human Error
44155,North,Corporate Finance,C0049670,Leasing,A82787966,44172,Outside,KYC,96477,Referrals,Regulatory,Web Chat,Human Error
44164,South East,Commercial Finance,C0064569,Leasing,A88774202,44177,Inside,Underwriting,7626,Referrals,No Issue,,
44146,Wales,Commercial Finance,C0036397,Leasing,A64170510,44154,Inside,Application,765,Broker,Regulatory,Social Media,Non Human Error
44155,South East,Corporate Finance,C0083943,Contract Hire,A85716437,44164,Inside,Documentation,99671,Direct,No Issue,,
44148,South West,Commercial Finance,C0054650,Leasing,A89911390,44157,Inside,Underwriting,99732,Referrals,No Issue,,
44150,North,Corporate Finance,C0029959,Contract Hire,A65253004,44165,Outside,KYC,16050,Broker,Payments,Mobile Chat,Human Error
44156,South West,Personal Finance,C0096174,Hire Purchase,A95984119,44163,Inside,Quality Control,47002,Referrals,Sales,Telephone,Human Error
44137,North East,Personal Finance,C0064870,Leasing,A42302850,44146,Inside,Quality Control,38864,Broker,No Issue,,
44164,North West,Personal Finance,C0088777,Personal Loan,A42380747,44180,Outside,Application,32950,Referrals,No Issue,,
44159,Midlands,Personal Finance,C0025170,Leasing,A96490883,44166,Inside,Documentation,91258,Direct,No Issue,,
44161,Midlands,Commercial Finance,C0064590,Contract Hire,A84534273,44174,Inside,Validation,40164,Broker,No Issue,,
44162,North East,Corporate Finance,C0030298,Hire Purchase,A50212443,44174,Inside,KYC,88144,Referrals,No Issue,,
44144,Midlands,Personal Finance,C0023438,Hire Purchase,A65640181,44150,Inside,Documentation,7382,Referrals,No Issue,,
44139,South West,Commercial Finance,C0070138,Commercial Loan,A90851427,44150,Inside,Quality Control,42335,Referrals,No Issue,,
44140,South East,Commercial Finance,C0027996,Commercial Loan,A50701930,44147,Inside,KYC,28839,Broker,No Issue,,
44151,North,Commercial Finance,C0067777,Commercial Loan,A29168665,44161,Inside,Underwriting,78466,Broker,No Issue,,
44140,North,Corporate Finance,C0039599,Contract Hire,A63076620,44155,Outside,Quality Control,27988,Broker,No Issue,,
44143,Wales,Commercial Finance,C0032980,Commercial Loan,A77954481,44159,Outside,Validation,81483,Broker,No Issue,,
44154,Wales,Corporate Finance,C0028481,Corporate Loan,A72111853,44162,Inside,Quality Control,2417,Referrals,No Issue,,
44152,Midlands,Corporate Finance,C0079710,Leasing,A48872358,44161,Inside,Documentation,69301,Referrals,No Issue,,
44161,South West,Corporate Finance,C0030562,Contract Hire,A85549665,44168,Inside,KYC,35697,Direct,Payments,Mail,Non Human Error
44164,North East,Commercial Finance,C0071849,Contract Hire,A96642382,44175,Inside,Validation,2468,Direct,No Issue,,
44160,South East,Personal Finance,C0070392,Leasing,A95881586,44177,Outside,Validation,83583,Broker,No Issue,,
44148,North,Commercial Finance,C0078751,Leasing,A71995624,44158,Inside,KYC,23362,Broker,Regulatory,E-mail,Human Error
44148,Scotland,Corporate Finance,C0090495,Corporate Loan,A43081579,44157,Inside,Payments,91995,Broker,No Issue,,
44148,North,Personal Finance,C0082858,Leasing,A84258242,44155,Inside,Documentation,7651,Referrals,Documentation,Telephone,Human Error
44142,South East,Corporate Finance,C0090268,Contract Hire,A40419351,44158,Outside,Validation,20474,Broker,Sales,Social Media,Non Human Error
44154,North East,Commercial Finance,C0052843,Hire Purchase,A94770278,44165,Inside,Payments,71432,Broker,No Issue,,
44153,North East,Corporate Finance,C0035288,Hire Purchase,A88226176,44163,Inside,Collections,11992,Broker,No Issue,,
44164,South East,Commercial Finance,C0042114,Leasing,A54613064,44180,Outside,Payments,35833,Direct,Regulatory,E-mail,Non Human Error
44144,Midlands,Commercial Finance,C0079469,Contract Hire,A28924661,44157,Inside,Underwriting,69246,Direct,Decision,Mail,Human Error
44160,South West,Commercial Finance,C0030602,Leasing,A80144553,44168,Inside,Validation,70077,Direct,Sales,Web Chat,Non Human Error
44157,Scotland,Corporate Finance,C0034756,Leasing,A56101993,44168,Inside,Application,47164,Broker,Sales,Mobile Chat,Non Human Error
44136,North West,Personal Finance,C0050855,Personal Loan,A86875213,44149,Inside,Underwriting,16926,Direct,No Issue,,
44162,Wales,Commercial Finance,C0026605,Commercial Loan,A43022573,44179,Outside,KYC,48905,Referrals,No Issue,,
44138,North,Commercial Finance,C0058149,Contract Hire,A38909144,44144,Inside,Documentation,9740,Direct,No Issue,,
44152,South West,Commercial Finance,C0031955,Contract Hire,A73699304,44167,Outside,Documentation,40359,Direct,Sales,Mobile Chat,Non Human Error
44155,Midlands,Personal Finance,C0083078,Hire Purchase,A70584322,44171,Outside,KYC,73634,Referrals,No Issue,,
44161,South East,Corporate Finance,C0075810,Contract Hire,A55534181,44172,Inside,Application,91260,Direct,No Issue,,
44151,Midlands,Corporate Finance,C0082541,Contract Hire,A86853216,44165,Outside,Payments,53204,Referrals,Decision,Telephone,Human Error
44139,Scotland,Personal Finance,C0081152,Leasing,A28676496,44145,Inside,Quality Control,56891,Direct,No Issue,,
44158,North,Personal Finance,C0041790,Personal Loan,A61712199,44168,Inside,Underwriting,19763,Broker,No Issue,,
44139,North,Personal Finance,C0093968,Personal Loan,A34734079,44152,Inside,KYC,27480,Broker,No Issue,,
44151,Midlands,Corporate Finance,C0047164,Leasing,A51440093,44160,Inside,Documentation,61686,Referrals,Decision,Face to Face,Human Error
44147,Wales,Personal Finance,C0049724,Personal Loan,A57766664,44159,Inside,Payments,42714,Direct,No Issue,,
44161,South East,Corporate Finance,C0044584,Leasing,A68528780,44168,Inside,Payments,34291,Referrals,No Issue,,
44139,Wales,Corporate Finance,C0069881,Contract Hire,A38746375,44152,Inside,Collections,81898,Direct,No Issue,,
44156,Scotland,Corporate Finance,C0053534,Corporate Loan,A61588021,44173,Outside,Payments,47051,Referrals,No Issue,,
44142,North West,Personal Finance,C0022637,Hire Purchase,A38283682,44159,Outside,KYC,55264,Broker,No Issue,,
44146,Scotland,Corporate Finance,C0042228,Hire Purchase,A33562543,44157,Inside,Underwriting,17831,Referrals,No Issue,,
44162,Wales,Corporate Finance,C0027921,Leasing,A51105472,44172,Inside,Underwriting,76209,Referrals,Payments,Web Chat,Human Error
44141,Scotland,Commercial Finance,C0041048,Commercial Loan,A48366366,44151,Inside,Application,1635,Broker,No Issue,,
44152,North,Personal Finance,C0094746,Leasing,A57828540,44162,Inside,Documentation,59636,Referrals,No Issue,,
44144,South East,Personal Finance,C0031860,Personal Loan,A37155477,44152,Inside,Payments,32353,Direct,No Issue,,
44151,Wales,Corporate Finance,C0034931,Corporate Loan,A48492166,44160,Inside,Collections,83868,Broker,No Issue,,
44136,Wales,Commercial Finance,C0059218,Contract Hire,A36021846,44142,Inside,KYC,95640,Referrals,No Issue,,
44142,Scotland,Commercial Finance,C0072368,Leasing,A42168837,44159,Outside,Validation,29660,Direct,Sales,Mail,Human Error
44154,Wales,Commercial Finance,C0073665,Commercial Loan,A65099370,44170,Outside,Documentation,32793,Broker,No Issue,,
44146,Wales,Commercial Finance,C0085511,Commercial Loan,A48752038,44161,Outside,Documentation,99477,Direct,Payments,Mobile Chat,Human Error
44144,Scotland,Personal Finance,C0043218,Personal Loan,A50526938,44161,Outside,Collections,8278,Referrals,No Issue,,
44136,North West,Personal Finance,C0038177,Personal Loan,A59416887,44147,Inside,Collections,45760,Broker,Decision,Mail,Non Human Error
44138,Scotland,Commercial Finance,C0029883,Hire Purchase,A74432307,44148,Inside,Payments,48726,Direct,Documentation,Mail,Human Error
44146,North East,Personal Finance,C0035361,Hire Purchase,A56659271,44154,Inside,Quality Control,33890,Broker,No Issue,,
44147,South West,Commercial Finance,C0073182,Contract Hire,A30615149,44155,Inside,Underwriting,22366,Broker,No Issue,,
44151,Midlands,Commercial Finance,C0079934,Leasing,A75063246,44162,Inside,Quality Control,68048,Referrals,No Issue,,
44147,North East,Personal Finance,C0090140,Leasing,A55131583,44157,Inside,Validation,80070,Broker,Sales,E-mail,Human Error
44145,North,Corporate Finance,C0055792,Leasing,A71030156,44162,Outside,Validation,81167,Referrals,No Issue,,
44152,North West,Personal Finance,C0044840,Hire Purchase,A69470501,44169,Outside,Application,74247,Direct,No Issue,,
44151,Wales,Corporate Finance,C0063673,Hire Purchase,A74176701,44167,Outside,Validation,74088,Direct,No Issue,,
44159,Scotland,Personal Finance,C0076582,Personal Loan,A51058995,44174,Outside,Validation,86250,Direct,No Issue,,
44140,North East,Commercial Finance,C0053491,Commercial Loan,A31452847,44155,Outside,Payments,96926,Broker,No Issue,,
44154,North,Corporate Finance,C0084172,Hire Purchase,A94018826,44169,Outside,KYC,29239,Direct,Regulatory,Mobile Chat,Human Error
44153,South West,Commercial Finance,C0031309,Leasing,A37597953,44160,Inside,Validation,40638,Direct,Decision,Social Media,Non Human Error
44138,North West,Personal Finance,C0093109,Hire Purchase,A82617233,44146,Inside,Underwriting,30495,Direct,No Issue,,
44141,South West,Commercial Finance,C0067052,Leasing,A75139296,44155,Outside,Payments,48582,Broker,No Issue,,
44136,North West,Personal Finance,C0043013,Leasing,A47526753,44143,Inside,Documentation,16072,Direct,No Issue,,
44164,Scotland,Personal Finance,C0055950,Hire Purchase,A40196583,44170,Inside,Collections,6104,Direct,Regulatory,Face to Face,Human Error
44154,Midlands,Corporate Finance,C0057878,Hire Purchase,A57284030,44170,Outside,Validation,96689,Referrals,Documentation,Mail,Non Human Error
44149,Midlands,Corporate Finance,C0056890,Hire Purchase,A85543263,44164,Outside,Underwriting,19308,Referrals,Sales,Mail,Human Error
44141,North East,Personal Finance,C0090863,Hire Purchase,A32109962,44154,Inside,Documentation,26451,Referrals,No Issue,,
44139,North,Corporate Finance,C0033991,Contract Hire,A29072474,44148,Inside,Validation,72952,Broker,No Issue,,
44158,Scotland,Commercial Finance,C0019237,Hire Purchase,A97710816,44174,Outside,Application,1008,Referrals,No Issue,,
44143,Wales,Personal Finance,C0038993,Personal Loan,A34792868,44160,Outside,Quality Control,63419,Referrals,No Issue,,
44138,Midlands,Personal Finance,C0042564,Hire Purchase,A35206662,44145,Inside,Application,90908,Broker,No Issue,,
44159,North West,Personal Finance,C0069841,Leasing,A68649627,44169,Inside,Underwriting,42772,Direct,No Issue,,
44140,South West,Commercial Finance,C0066805,Commercial Loan,A41142513,44150,Inside,Validation,83716,Direct,No Issue,,
44156,South West,Corporate Finance,C0042857,Hire Purchase,A88026233,44162,Inside,Validation,1535,Broker,No Issue,,
44161,South West,Corporate Finance,C0053799,Leasing,A74591961,44174,Inside,Application,92547,Broker,No Issue,,
44162,South East,Corporate Finance,C0043577,Leasing,A43786017,44171,Inside,Collections,69766,Broker,No Issue,,
44143,Scotland,Corporate Finance,C0042724,Hire Purchase,A86937900,44150,Inside,Collections,99574,Direct,No Issue,,
44153,North,Commercial Finance,C0035483,Hire Purchase,A61196904,44169,Outside,Underwriting,37408,Referrals,No Issue,,
44151,North East,Personal Finance,C0022117,Leasing,A49523745,44158,Inside,Quality Control,53119,Direct,Documentation,E-mail,Human Error
44165,Scotland,Corporate Finance,C0042768,Hire Purchase,A83053452,44177,Inside,Payments,56641,Referrals,No Issue,,
44158,Scotland,Personal Finance,C0079090,Hire Purchase,A67936267,44175,Outside,Collections,87354,Broker,Decision,Mobile Chat,Non Human Error
44143,Scotland,Personal Finance,C0084952,Leasing,A81872240,44159,Outside,Documentation,57942,Direct,Documentation,Face to Face,Human Error
44136,North East,Personal Finance,C0066153,Personal Loan,A95771024,44152,Outside,Payments,79526,Broker,Payments,Web Chat,Non Human Error
44160,Scotland,Corporate Finance,C0085562,Contract Hire,A53110665,44175,Outside,Collections,7488,Direct,No Issue,,
44139,South East,Corporate Finance,C0092054,Corporate Loan,A30856355,44146,Inside,KYC,50629,Direct,No Issue,,
44164,Scotland,Personal Finance,C0072009,Hire Purchase,A70829927,44175,Inside,Validation,35617,Direct,Sales,Web Chat,Non Human Error
44156,South West,Commercial Finance,C0038810,Commercial Loan,A38326508,44168,Inside,Quality Control,51661,Referrals,Regulatory,Web Chat,Human Error
44148,North,Corporate Finance,C0054483,Hire Purchase,A58144987,44158,Inside,Validation,69002,Direct,No Issue,,
44140,South West,Personal Finance,C0086909,Leasing,A34606026,44149,Inside,Application,52093,Referrals,No Issue,,
44160,Scotland,Corporate Finance,C0042688,Leasing,A38445806,44168,Inside,Payments,28683,Referrals,No Issue,,
44136,Wales,Personal Finance,C0093025,Leasing,A44287962,44146,Inside,KYC,31589,Referrals,No Issue,,
44140,Wales,Corporate Finance,C0092445,Contract Hire,A42730107,44150,Inside,Underwriting,84152,Broker,No Issue,,
44160,South East,Corporate Finance,C0085634,Leasing,A64849849,44177,Outside,KYC,70535,Direct,No Issue,,
44157,South West,Commercial Finance,C0051830,Leasing,A43413809,44173,Outside,Quality Control,38749,Direct,No Issue,,
44163,South East,Personal Finance,C0020827,Hire Purchase,A41617625,44174,Inside,Collections,76301,Referrals,No Issue,,
44147,Midlands,Commercial Finance,C0063062,Hire Purchase,A31589045,44162,Outside,Payments,78083,Direct,No Issue,,
44144,Midlands,Personal Finance,C0077987,Personal Loan,A65276261,44159,Outside,Validation,36270,Referrals,Regulatory,Mail,Non Human Error
44158,South East,Commercial Finance,C0057403,Leasing,A57344172,44165,Inside,Validation,60030,Direct,No Issue,,
44139,Midlands,Corporate Finance,C0062050,Hire Purchase,A94223659,44150,Inside,Quality Control,84544,Referrals,Sales,E-mail,Non Human Error
44149,South East,Commercial Finance,C0050462,Commercial Loan,A60712530,44159,Inside,Documentation,65378,Referrals,Payments,Face to Face,Non Human Error
44150,South West,Corporate Finance,C0038834,Hire Purchase,A77862631,44161,Inside,Documentation,2839,Referrals,No Issue,,
44157,South West,Corporate Finance,C0036996,Hire Purchase,A44326214,44171,Outside,Underwriting,78304,Broker,No Issue,,
44155,Scotland,Commercial Finance,C0040890,Leasing,A40920764,44169,Outside,KYC,47389,Broker,No Issue,,
44154,Wales,Commercial Finance,C0091914,Hire Purchase,A84502930,44165,Inside,Application,98169,Broker,No Issue,,
44151,Midlands,Commercial Finance,C0077698,Commercial Loan,A82367740,44157,Inside,Payments,7577,Referrals,No Issue,,
44158,Midlands,Personal Finance,C0053383,Hire Purchase,A42551702,44171,Inside,Application,22121,Referrals,Regulatory,Web Chat,Human Error
44154,South West,Commercial Finance,C0069295,Hire Purchase,A48171006,44163,Inside,Validation,54652,Referrals,No Issue,,
44144,South West,Personal Finance,C0080723,Hire Purchase,A39008315,44150,Inside,Application,53953,Broker,Regulatory,Face to Face,Non Human Error
44138,North East,Personal Finance,C0081807,Hire Purchase,A79050919,44151,Inside,Payments,57793,Broker,Regulatory,Web Chat,Human Error
44151,North West,Commercial Finance,C0077954,Contract Hire,A42890137,44161,Inside,Documentation,60431,Broker,No Issue,,
44157,South East,Commercial Finance,C0056454,Hire Purchase,A79513169,44172,Outside,Quality Control,65815,Direct,No Issue,,
44162,Wales,Corporate Finance,C0057029,Contract Hire,A32228619,44171,Inside,Payments,31546,Direct,No Issue,,
44157,Wales,Commercial Finance,C0092199,Leasing,A90939984,44165,Inside,Documentation,82126,Referrals,No Issue,,
44161,Midlands,Commercial Finance,C0047302,Contract Hire,A94002954,44175,Outside,Underwriting,60577,Referrals,No Issue,,
44145,Midlands,Personal Finance,C0075852,Leasing,A72523344,44157,Inside,Collections,95799,Referrals,No Issue,,
44158,South East,Corporate Finance,C0029725,Hire Purchase,A68689632,44174,Outside,Validation,17773,Direct,No Issue,,
44147,North West,Corporate Finance,C0035239,Contract Hire,A75570777,44160,Inside,Collections,79269,Broker,Regulatory,Mail,Human Error
44156,South West,Commercial Finance,C0058798,Leasing,A90733901,44166,Inside,Underwriting,559,Referrals,No Issue,,
44143,North West,Corporate Finance,C0058629,Corporate Loan,A71858471,44152,Inside,Documentation,43611,Referrals,No Issue,,
44159,Midlands,Corporate Finance,C0043308,Hire Purchase,A53691425,44171,Inside,Collections,28214,Broker,No Issue,,
